,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
273220,560783,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,7/21/2011 10:24,0.55,15108.0,European Community
273221,560783,23020,GLASS  SONGBIRD STORAGE JAR,1,7/21/2011 10:24,12.5,15108.0,European Community
273222,560783,22571,ROCKING HORSE RED CHRISTMAS ,24,7/21/2011 10:24,0.85,15108.0,European Community
273223,560783,22572,ROCKING HORSE GREEN CHRISTMAS ,24,7/21/2011 10:24,0.85,15108.0,European Community
273224,560783,23210,WHITE ROCKING HORSE HAND PAINTED,24,7/21/2011 10:24,1.25,15108.0,European Community
273225,560783,23211,RED ROCKING HORSE HAND PAINTED,24,7/21/2011 10:24,1.25,15108.0,European Community
273226,560783,23212,HEART WREATH DECORATION WITH BELL,12,7/21/2011 10:24,1.25,15108.0,European Community
273227,560783,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,7/21/2011 10:24,1.45,15108.0,European Community
273228,560783,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,7/21/2011 10:24,1.45,15108.0,European Community
273229,560783,23213,STAR WREATH DECORATION WITH BELL,12,7/21/2011 10:24,1.25,15108.0,European Community
273230,560783,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,7/21/2011 10:24,1.25,15108.0,European Community
273231,560783,23265,SET OF 3 WOODEN TREE DECORATIONS,12,7/21/2011 10:24,1.25,15108.0,European Community
273232,560783,21098,CHRISTMAS TOILET ROLL,12,7/21/2011 10:24,1.25,15108.0,European Community
273233,560783,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,12,7/21/2011 10:24,4.25,15108.0,European Community
273234,560783,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,12,7/21/2011 10:24,4.25,15108.0,European Community
273235,560783,85035C,ROSE 3 WICK MORRIS BOX CANDLE,8,7/21/2011 10:24,4.25,15108.0,European Community
273236,560783,POST,POSTAGE,4,7/21/2011 10:24,15.0,15108.0,European Community
