,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
20109,538009,20754,RETROSPOT RED WASHING UP GLOVES,6,12/9/2010 12:17,2.1,14911.0,EIRE
20110,538009,20751,FUNKY WASHING UP GLOVES ASSORTED,12,12/9/2010 12:17,2.1,14911.0,EIRE
20111,538009,20752,BLUE POLKADOT WASHING UP GLOVES,6,12/9/2010 12:17,2.1,14911.0,EIRE
20112,538009,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,12/9/2010 12:17,2.95,14911.0,EIRE
20113,538009,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/9/2010 12:17,0.55,14911.0,EIRE
20114,538009,84991,60 TEATIME FAIRY CAKE CASES,24,12/9/2010 12:17,0.55,14911.0,EIRE
20115,538009,22966,GINGERBREAD MAN COOKIE CUTTER,12,12/9/2010 12:17,1.25,14911.0,EIRE
20116,538009,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,12/9/2010 12:17,1.25,14911.0,EIRE
20117,538009,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,12/9/2010 12:17,2.95,14911.0,EIRE
20118,538009,21156,RETROSPOT CHILDRENS APRON,8,12/9/2010 12:17,1.95,14911.0,EIRE
20119,538009,21733,RED HANGING HEART T-LIGHT HOLDER,18,12/9/2010 12:17,2.95,14911.0,EIRE
20120,538009,22804,CANDLEHOLDER PINK HANGING HEART,18,12/9/2010 12:17,2.95,14911.0,EIRE
20121,538009,22795,SWEETHEART RECIPE BOOK STAND,2,12/9/2010 12:17,6.75,14911.0,EIRE
20122,538009,21754,HOME BUILDING BLOCK WORD,3,12/9/2010 12:17,5.95,14911.0,EIRE
20123,538009,22840,ROUND CAKE TIN VINTAGE RED,2,12/9/2010 12:17,7.95,14911.0,EIRE
20124,538009,22842,BISCUIT TIN VINTAGE RED,2,12/9/2010 12:17,6.75,14911.0,EIRE
20125,538009,22197,SMALL POPCORN HOLDER,36,12/9/2010 12:17,0.85,14911.0,EIRE
20126,538009,22198,LARGE POPCORN HOLDER ,12,12/9/2010 12:17,1.65,14911.0,EIRE
23846,538255,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,12/10/2010 12:33,0.85,14911.0,EIRE
23847,538255,21042,RED RETROSPOT APRON ,3,12/10/2010 12:33,5.95,14911.0,EIRE
23848,538255,47567B,TEA TIME KITCHEN APRON,12,12/10/2010 12:33,5.95,14911.0,EIRE
23849,538255,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,12/10/2010 12:33,1.95,14911.0,EIRE
23850,538255,20725,LUNCH BAG RED RETROSPOT,10,12/10/2010 12:33,1.65,14911.0,EIRE
23851,538255,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,12/10/2010 12:33,7.95,14911.0,EIRE
23852,538255,21531,RED RETROSPOT SUGAR JAM BOWL,6,12/10/2010 12:33,2.55,14911.0,EIRE
23853,538255,21539,RED RETROSPOT BUTTER DISH,3,12/10/2010 12:33,4.95,14911.0,EIRE
23854,538255,21537,RED RETROSPOT PUDDING BOWL,4,12/10/2010 12:33,4.25,14911.0,EIRE
23855,538255,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,12/10/2010 12:33,3.75,14911.0,EIRE
23856,538255,22348,TEA BAG PLATE RED RETROSPOT,12,12/10/2010 12:33,0.85,14911.0,EIRE
23857,538255,17091J,VANILLA INCENSE IN TIN,6,12/10/2010 12:33,1.25,14911.0,EIRE
23858,538255,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,6,12/10/2010 12:33,2.55,14911.0,EIRE
23859,538255,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,6,12/10/2010 12:33,2.55,14911.0,EIRE
23860,538255,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,6,12/10/2010 12:33,2.55,14911.0,EIRE
23861,538255,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,12,12/10/2010 12:33,2.55,14911.0,EIRE
23862,538255,21533,RETROSPOT LARGE MILK JUG,6,12/10/2010 12:33,4.95,14911.0,EIRE
23863,538255,21181,PLEASE ONE PERSON METAL SIGN,12,12/10/2010 12:33,2.1,14911.0,EIRE
23864,538255,15056BL,EDWARDIAN PARASOL BLACK,3,12/10/2010 12:33,5.95,14911.0,EIRE
23865,538255,20679,EDWARDIAN PARASOL RED,3,12/10/2010 12:33,5.95,14911.0,EIRE
23866,538255,21524,DOORMAT SPOTTY HOME SWEET HOME,2,12/10/2010 12:33,7.95,14911.0,EIRE
23867,538255,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/10/2010 12:33,7.95,14911.0,EIRE
23868,538255,48187,DOORMAT NEW ENGLAND,2,12/10/2010 12:33,7.95,14911.0,EIRE
23869,538255,22423,REGENCY CAKESTAND 3 TIER,6,12/10/2010 12:33,12.75,14911.0,EIRE
23870,538255,22367,CHILDRENS APRON SPACEBOY DESIGN,8,12/10/2010 12:33,1.95,14911.0,EIRE
23871,538255,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,12/10/2010 12:33,1.95,14911.0,EIRE
23872,538255,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,12/10/2010 12:33,1.45,14911.0,EIRE
23873,538255,47570B,TEA TIME TABLE CLOTH,6,12/10/2010 12:33,10.65,14911.0,EIRE
23874,538255,22624,IVORY KITCHEN SCALES,2,12/10/2010 12:33,8.5,14911.0,EIRE
23875,538255,22625,RED KITCHEN SCALES,2,12/10/2010 12:33,8.5,14911.0,EIRE
23876,538255,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,12/10/2010 12:33,4.95,14911.0,EIRE
23877,538255,22795,SWEETHEART RECIPE BOOK STAND,6,12/10/2010 12:33,6.75,14911.0,EIRE
23878,538255,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/10/2010 12:33,2.95,14911.0,EIRE
23879,538255,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/10/2010 12:33,3.75,14911.0,EIRE
23880,538255,22801,ANTIQUE GLASS PEDESTAL BOWL,4,12/10/2010 12:33,3.75,14911.0,EIRE
23881,538255,22796,PHOTO FRAME 3 CLASSIC HANGING,4,12/10/2010 12:33,9.95,14911.0,EIRE
23882,538255,37501,TEA TIME TEA SET IN GIFT BOX,3,12/10/2010 12:33,6.95,14911.0,EIRE
23883,538255,22794,SWEETHEART WIRE MAGAZINE RACK,2,12/10/2010 12:33,7.95,14911.0,EIRE
23884,538255,21257,VICTORIAN SEWING BOX MEDIUM,2,12/10/2010 12:33,7.95,14911.0,EIRE
23885,538255,21258,VICTORIAN SEWING BOX LARGE,1,12/10/2010 12:33,12.75,14911.0,EIRE
23886,538255,84987,SET OF 36 TEATIME PAPER DOILIES,12,12/10/2010 12:33,1.45,14911.0,EIRE
23887,538255,21166,COOK WITH WINE METAL SIGN ,12,12/10/2010 12:33,1.95,14911.0,EIRE
23888,538255,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,12/10/2010 12:33,2.95,14911.0,EIRE
23889,538255,84683,CLASSICAL ROSE CANDLESTAND,48,12/10/2010 12:33,0.65,14911.0,EIRE
23890,538255,71279,PINK GLASS CANDLEHOLDER,6,12/10/2010 12:33,2.95,14911.0,EIRE
23891,538255,84609,TALL ROCOCO CANDLE HOLDER,4,12/10/2010 12:33,8.5,14911.0,EIRE
23892,538255,22371,AIRLINE BAG VINTAGE TOKYO 78,4,12/10/2010 12:33,4.25,14911.0,EIRE
23893,538255,22374,AIRLINE BAG VINTAGE JET SET RED,4,12/10/2010 12:33,4.25,14911.0,EIRE
23894,538255,21588,RETROSPOT GIANT TUBE MATCHES,12,12/10/2010 12:33,2.55,14911.0,EIRE
23895,538255,70006,LOVE HEART POCKET WARMER,12,12/10/2010 12:33,1.65,14911.0,EIRE
23896,538255,10002,INFLATABLE POLITICAL GLOBE ,12,12/10/2010 12:33,0.85,14911.0,EIRE
33082,C539221,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-3,12/16/2010 12:56,4.25,14911.0,EIRE
33083,C539221,90185C,BLACK DIAMANTE EXPANDABLE RING,-4,12/16/2010 12:56,4.25,14911.0,EIRE
33084,C539221,22592,CARDHOLDER HOLLY WREATH METAL,-1,12/16/2010 12:56,3.75,14911.0,EIRE
33085,C539221,22941,CHRISTMAS LIGHTS 10 REINDEER,-12,12/16/2010 12:56,8.5,14911.0,EIRE
33086,C539221,22942,CHRISTMAS LIGHTS 10 SANTAS ,-10,12/16/2010 12:56,8.5,14911.0,EIRE
34104,539320,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,24,12/16/2010 19:16,2.95,14911.0,EIRE
34105,539320,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,24,12/16/2010 19:16,1.25,14911.0,EIRE
34106,539320,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,12/16/2010 19:16,1.25,14911.0,EIRE
34107,539320,72818,CHRISTMAS DECOUPAGE CANDLE,36,12/16/2010 19:16,0.72,14911.0,EIRE
34108,539320,22795,SWEETHEART RECIPE BOOK STAND,10,12/16/2010 19:16,6.75,14911.0,EIRE
34109,539320,15056BL,EDWARDIAN PARASOL BLACK,6,12/16/2010 19:16,5.95,14911.0,EIRE
34110,539320,15056N,EDWARDIAN PARASOL NATURAL,6,12/16/2010 19:16,5.95,14911.0,EIRE
34111,539320,20679,EDWARDIAN PARASOL RED,6,12/16/2010 19:16,5.95,14911.0,EIRE
34112,539320,15056P,EDWARDIAN PARASOL PINK,6,12/16/2010 19:16,5.95,14911.0,EIRE
34113,539320,21411,GINGHAM HEART  DOORSTOP RED,6,12/16/2010 19:16,4.25,14911.0,EIRE
34114,539320,22939,APRON APPLE DELIGHT,12,12/16/2010 19:16,4.95,14911.0,EIRE
34115,539320,22897,OVEN MITT APPLES DESIGN,10,12/16/2010 19:16,1.45,14911.0,EIRE
34116,539320,47559B,TEA TIME OVEN GLOVE,20,12/16/2010 19:16,1.25,14911.0,EIRE
